0.024,0.976,audiobook
0.006,0.994,when
0.02,0.98,she
0.018,0.982,signs
0.014,0.986,up
0.014,0.986,for
0.013,0.987,audible
0.009,0.991,using
0.011,0.989,the
0.004,0.996,link
0.002,0.998,audible
0.001,0.999,com
0.001,0.999,hai
0.001,0.999,in
0.001,0.999,fact
0.001,0.999,i’ll
0.001,0.999,go
0.001,0.999,ahead
0.001,0.999,and
0.001,0.999,extend
0.001,0.999,that
0.001,0.999,offer
0.001,0.999,to
0.001,0.999,all
0.001,0.999,of
0.001,0.999,you
0.001,0.999,just
0.001,0.999,because
0.001,0.999,that’s
0.001,0.999,the
0.001,0.999,kind
0.001,0.999,of
0.001,0.999,cool
0.001,0.999,guy
0.001,0.999,i
0.001,0.999,am
0.002,0.998,and
0.001,0.999,might
0.001,0.999,i
0.002,0.998,even
0.002,0.998,recommend
0.002,0.998,using
0.002,0.998,that
0.002,0.998,deal
0.002,0.998,to
0.003,0.997,check
0.002,0.998,out
0.003,0.997,an
0.003,0.997,audiobook
0.003,0.997,about
0.004,0.996,actually
0.004,0.996,good
0.004,0.996,oovword
0.008,0.992,athletes
0.006,0.994,daniel
0.006,0.994,james
0.004,0.996,oovword
0.006,0.994,incredible
0.005,0.995,the
0.005,0.995,boys
0.005,0.995,in
0.006,0.994,the
0.009,0.991,boat
0.006,0.994,it’s
0.004,0.996,maybe
0.004,0.996,the
0.004,0.996,best
0.005,0.995,piece
0.004,0.996,of
0.007,0.993,non
0.004,0.996,fiction
0.004,0.996,writing
0.004,0.996,about
0.005,0.995,the
0.006,0.994,oovword
0.006,0.994,ever
0.005,0.995,telling
0.005,0.995,the
0.005,0.995,story
0.006,0.994,of
0.008,0.992,the
0.008,0.992,eight
0.008,0.992,man
0.011,0.989,us
0.013,0.987,crew
0.012,0.988,team
0.009,0.991,at
0.008,0.992,the
0.012,0.988,oovword
0.009,0.991,berlin
0.007,0.993,oovword
0.006,0.994,it’s
0.005,0.995,got
0.006,0.994,drama
0.007,0.993,and
0.009,0.991,racing
0.007,0.993,and
0.006,0.994,oovword
0.006,0.994,oovword
0.006,0.994,and
0.005,0.995,it’s
0.004,0.996,awesome
0.006,0.994,i
0.005,0.995,promise
0.004,0.996,if
0.003,0.997,that
0.004,0.996,isn’t
0.003,0.997,your
0.004,0.996,oovword
0.003,0.997,though
0.003,0.997,it
0.003,0.997,should
0.003,0.997,be
0.003,0.997,because
0.003,0.997,it
0.004,0.996,oovword
0.003,0.997,definitely
0.003,0.997,has
0.004,0.996,something
0.004,0.996,for
0.004,0.996,you
0.005,0.995,not
0.005,0.995,only
0.007,0.993,fantastic
0.005,0.995,audiobooks
0.002,0.998,but
0.002,0.998,a
0.002,0.998,ton
0.002,0.998,of
0.003,0.997,other
0.002,0.998,incredible
0.002,0.998,spoken
0.003,0.997,word
0.003,0.997,content
0.002,0.998,from
0.005,0.995,podcasts
0.002,0.998,to
0.003,0.997,guided
0.005,0.995,wellness
0.004,0.996,programs
0.002,0.998,to
0.004,0.996,oovword
0.004,0.996,performances
0.002,0.998,to
0.004,0.996,comedy
0.005,0.995,plus
0.004,0.996,exclusive
0.001,0.999,audible
0.001,0.999,originals
0.002,0.998,you
0.002,0.998,can’t
0.002,0.998,get
0.001,0.999,anywhere
0.002,0.998,else
0.001,0.999,so
0.002,0.998,sign
0.001,0.999,up
0.001,0.999,at
0.002,0.998,audible
0.001,0.999,com
0.001,0.999,hai
0.001,0.999,or
0.0,1.0,text
0.001,0.999,hai
0.001,0.999,to
0.002,0.998,500
0.001,0.999,500
0.001,0.999,to
0.001,0.999,get
0.001,0.999,a
0.002,0.998,free
0.001,0.999,audiobook
0.001,0.999,plus
0.001,0.999,two
0.002,0.998,free
0.004,0.996,audible
0.011,0.989,originals
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
0.534,0.466,oovword
